1319
13
559496430
1747606631
 0 1 1 41 65  6 (D 0,1,1) (S 6,5,5) (S 20,11,11) (S 95,11,5) (S 56,5,6) (D 0,1,1)
 0 1 2 50 95  7 (D 0,1,1) (S 29,43,43) (S 51,43,38) (S 22,25,25) (S 59,25,24) (S 17,24,24) (D 0,1,1)
 0 1 3 44 98  12 (D 0,1,1) (S 60,27,35) (S 12,42,42) (S 83,42,44) (S 21,44,44) (S 89,42,41) (S 26,49,49) (S 79,41,48) (S 68,48,41) (S 35,41,41) (S 53,41,40) (D 0,1,1)
 0 1 4 56 93  7 (D 0,1,1) (S 75,31,37) (S 27,37,37) (S 65,36,35) (S 3,35,35) (S 28,27,27) (D 0,1,1)
 0 1 5 51 87  11 (D 0,1,1) (S 64,13,14) (S 44,14,14) (S 74,23,31) (S 11,31,31) (S 91,31,23) (S 69,16,9) (S 86,9,16) (S 19,16,16) (S 55,16,15) (D 0,1,1)
 0 1 6 55 95  9 (D 0,1,1) (S 58,11,19) (S 31,19,19) (S 92,19,26) (S 23,18,18) (S 103,18,29) (S 50,29,33) (S 54,33,34) (D 0,1,1)
 0 1 7 45 106  7 (D 0,1,1) (S 5,2,2) (S 1,4,4) (S 46,17,17) (S 99,17,10) (S 90,10,17) (D 0,1,1)
 0 1 8 56 84  11 (D 0,1,1) (S 102,1,6) (S 45,6,6) (S 81,6,1) (S 107,6,7) (S 85,7,6) (S 4,20,20) (S 37,12,12) (S 104,12,13) (S 88,13,6) (D 0,1,1)
 0 1 9 63 94  10 (D 0,1,1) (S 62,2,3) (S 25,3,3) (S 48,3,9) (S 16,9,9) (S 61,9,15) (S 38,23,23) (S 40,15,15) (S 52,15,14) (D 0,1,1)
 0 1 10 58 121  11 (D 0,1,1) (S 67,34,40) (S 8,40,40) (S 14,47,47) (S 49,47,48) (S 2,48,48) (S 15,46,46) (S 63,46,33) (S 32,33,33) (S 43,39,39) (D 0,1,1)
 0 1 11 60 117  13 (D 0,1,1) (S 13,50,50) (S 47,50,44) (S 57,44,49) (S 82,49,48) (S 10,26,26) (S 110,26,30) (S 34,30,30) (S 101,30,34) (S 39,34,34) (S 66,27,21) (S 18,21,21) (D 0,1,1)
 0 1 12 64 135  16 (D 0,1,1) (S 71,32,38) (S 36,38,38) (S 106,38,28) (S 9,28,28) (S 77,28,32) (S 30,32,32) (S 94,37,43) (S 93,45,43) (S 24,45,45) (S 97,45,50) (S 109,50,43) (S 100,37,36) (S 41,36,36) (S 80,35,41) (D 0,1,1)
 0 1 13 61 129  16 (D 0,1,1) (S 98,6,13) (S 33,13,13) (S 78,13,7) (S 87,7,13) (S 7,8,8) (S 73,8,9) (S 84,9,8) (S 72,8,7) (S 76,7,8) (S 96,16,24) (S 70,24,23) (S 108,31,22) (S 42,22,22) (S 105,22,21) (D 0,1,1)
